0,1
71,54
71,40
71,92
71,18
71,91
71,63
71,66
71,17
71,0
71,29
71,31
71,22
71,36
71,5
71,3
71,44
71,13
71,33
71,77
71,83
71,42
71,64
71,24
71,15
71,59
71,93
71,38
71,84
71,75
71,85
71,37
71,90
71,28
71,23
71,57
71,89
71,6
54,40
54,92
54,18
54,91
54,63
54,66
54,17
54,0
54,29
54,31
54,22
54,36
54,5
54,3
54,44
54,13
54,33
54,77
54,83
54,42
54,64
54,24
54,15
54,59
54,93
54,38
54,84
54,75
54,85
54,37
54,90
54,28
54,23
54,57
54,89
54,6
40,92
40,18
40,91
40,63
40,66
40,17
40,0
40,29
40,31
40,22
40,36
40,5
40,3
40,44
40,13
40,33
40,77
40,83
40,42
40,64
40,24
40,15
40,59
40,93
40,38
40,84
40,75
40,85
40,37
40,90
40,28
40,23
40,57
40,89
40,6
92,18
92,91
92,63
92,66
92,17
92,0
92,29
92,31
92,22
92,36
92,5
92,3
92,44
92,13
92,33
92,77
92,83
92,42
92,64
92,24
92,15
92,59
92,93
92,38
92,84
92,75
92,85
92,37
92,90
92,28
92,23
92,57
92,89
92,6
18,63
18,66
18,17
18,0
18,29
18,31
18,22
18,36
18,5
18,3
18,44
18,13
18,33
18,77
18,83
18,42
18,64
18,24
18,15
18,59
18,93
18,38
18,84
18,75
18,85
18,37
18,28
18,23
18,57
18,89
18,6
91,63
91,66
91,17
91,0
91,31
91,22
91,36
91,5
91,3
91,44
91,13
91,33
91,77
91,83
91,42
91,64
91,24
91,15
91,59
91,93
91,38
91,84
91,75
91,85
91,37
91,90
91,28
91,23
91,57
91,89
63,66
63,17
63,0
63,29
63,31
63,22
63,36
63,5
63,3
63,44
63,13
63,33
63,77
63,83
63,42
63,64
63,24
63,15
63,59
63,93
63,38
63,84
63,75
63,85
63,37
63,90
63,28
63,23
63,57
63,89
63,6
66,17
66,0
66,29
66,31
66,22
66,36
66,5
66,3
66,44
66,13
66,33
66,77
66,83
66,42
66,64
66,24
66,15
66,59
66,93
66,38
66,84
66,75
66,85
66,37
66,90
66,28
66,23
66,57
66,89
66,6
17,0
17,29
17,31
17,22
17,36
17,5
17,3
17,44
17,13
17,33
17,77
17,83
17,42
17,64
17,24
17,15
17,59
17,93
17,38
17,84
17,75
17,85
17,37
17,28
17,23
17,57
17,89
17,6
0,29
0,31
0,22
0,36
0,5
0,3
0,44
0,13
0,33
0,77
0,83
0,42
0,64
0,24
0,15
0,93
0,38
0,84
0,75
0,85
0,37
0,90
0,28
0,23
0,57
0,6
29,31
29,22
29,36
29,5
29,3
29,44
29,13
29,33
29,77
29,83
29,42
29,64
29,24
29,15
29,59
29,93
29,38
29,84
29,75
29,85
29,37
29,28
29,23
29,57
29,89
29,6
31,22
31,36
31,5
31,3
31,44
31,13
31,33
31,77
31,83
31,42
31,64
31,24
31,15
31,59
31,93
31,38
31,84
31,75
31,85
31,37
31,90
31,28
31,23
31,57
31,89
31,6
22,36
22,5
22,3
22,44
22,13
22,33
22,77
22,83
22,42
22,64
22,24
22,15
22,59
22,93
22,38
22,84
22,75
22,85
22,37
22,90
22,28
22,23
22,57
22,89
22,6
36,5
36,3
36,44
36,13
36,33
36,77
36,83
36,42
36,64
36,24
36,15
36,59
36,93
36,38
36,84
36,75
36,85
36,37
36,90
36,28
36,23
36,57
36,89
36,6
5,3
5,44
5,13
5,33
5,77
5,83
5,42
5,64
5,24
5,15
5,59
5,93
5,38
5,84
5,75
5,85
5,37
5,28
5,23
5,57
5,89
5,6
3,44
3,13
3,33
3,77
3,83
3,42
3,64
3,24
3,15
3,59
3,93
3,38
3,84
3,75
3,85
3,37
3,90
3,28
3,23
3,57
3,89
3,6
44,13
44,33
44,77
44,83
44,42
44,64
44,24
44,15
44,59
44,93
44,38
44,84
44,75
44,85
44,37
44,90
44,28
44,23
44,57
44,89
44,6
13,33
13,77
13,83
13,42
13,64
13,24
13,15
13,59
13,93
13,38
13,84
13,75
13,85
13,37
13,90
13,28
13,23
13,57
13,89
13,6
33,77
33,83
33,42
33,64
33,24
33,15
33,59
33,93
33,38
33,84
33,75
33,85
33,37
33,90
33,28
33,23
33,57
33,89
33,6
77,83
77,42
77,64
77,24
77,15
77,59
77,93
77,38
77,84
77,75
77,85
77,37
77,90
77,28
77,23
77,57
77,89
77,6
83,42
83,64
83,24
83,15
83,59
83,93
83,38
83,84
83,75
83,85
83,37
83,90
83,28
83,23
83,57
83,89
83,6
42,64
42,24
42,15
42,59
42,93
42,38
42,84
42,75
42,85
42,37
42,90
42,28
42,23
42,57
42,89
42,6
64,24
64,15
64,59
64,93
64,38
64,84
64,75
64,85
64,37
64,90
64,28
64,23
64,57
64,89
64,6
24,15
24,59
24,93
24,38
24,84
24,75
24,85
24,37
24,90
24,28
24,23
24,57
24,89
24,6
15,59
15,93
15,38
15,84
15,75
15,85
15,37
15,90
15,28
15,23
15,57
15,89
15,6
59,93
59,38
59,84
59,75
59,85
59,37
59,90
59,28
59,23
59,57
59,89
59,6
93,38
93,84
93,75
93,85
93,37
93,90
93,28
93,23
93,57
93,89
93,6
38,84
38,75
38,85
38,37
38,90
38,28
38,23
38,57
38,89
38,6
84,75
84,85
84,37
84,90
84,28
84,23
84,57
84,89
84,6
75,85
75,37
75,90
75,28
75,23
75,57
75,89
75,6
85,37
85,90
85,28
85,23
85,57
85,89
85,6
37,90
37,28
37,23
37,57
37,89
37,6
90,23
90,57
90,89
28,23
28,57
28,89
28,6
23,57
23,89
23,6
57,89
57,6
89,6
